task_id,tests_passed,tests_failed,total_tests,pass_rate,all_passed,original_z_score,original_p_exact,original_p_unified,original_score,original_method_used,original_preferred_ratio,original_token_count,original_green_count,original_is_watermarked,original_unique_starts,generated_z_score,generated_p_exact,generated_p_unified,generated_score,generated_method_used,generated_preferred_ratio,generated_token_count,generated_green_count,generated_is_watermarked,generated_unique_starts
0,7,0,7,100.0,True,0.9955727741759854,0.27211998825567785,0.27211998825567785,0.5652395564550187,binomial,0.7142857142857143,7,5,False,"['d', 'e', 'i', 'n', 't']",-0.47731258022336553,0.7818530622505043,0.7818530622505043,0.10687485851289812,binomial,0.45454545454545453,10,5,False,"['c', 'd', 'f', 'i', 'l', 'n', 's', 't']"
1,4,0,4,100.0,True,-1.4617563850253374,0.9761742619402579,0.9761742619402579,0.010472647247700034,binomial,0.2,5,1,False,"['c', 'p', 'r']",0.23858770372347954,0.5575949987659767,0.5575949987659767,0.25368113020789435,binomial,0.5714285714285714,7,4,False,"['c', 'g', 'i', 'l', 'o']"
3,6,0,6,100.0,True,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['b', 'o']",0.1751618727031683,0.5647342838483937,0.5647342838483937,0.24815584634454846,binomial,0.5555555555555556,8,5,False,"['c', 'i', 'l', 's', 't', 'u']"
4,3,0,3,100.0,True,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['m', 'n', 'x']",-0.1831784229861434,0.682060728776028,0.682060728776028,0.16617695525826356,binomial,0.5,11,6,False,"['a', 'c', 'd', 'i', 'l', 't']"
7,4,0,4,100.0,True,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['s', 'x']",0.5708791718452157,0.37967378103034055,0.37967378103034055,0.42058939271271883,binomial,0.6,14,9,False,"['a', 'c', 'f', 'i', 'l', 'r', 's']"
8,5,0,5,100.0,True,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['n', 'p', 's']",0.9731353721138858,0.2488748095716872,0.2488748095716872,0.6040190592678875,binomial,0.6666666666666666,11,8,False,"['a', 'i', 'l', 'm', 'p', 'r', 't']"
11,3,0,3,100.0,True,0.9955727741759854,0.27211998825567785,0.27211998825567785,0.5652395564550187,binomial,0.7142857142857143,7,5,False,"['a', 'b', 'i', 'j', 'x', 'y']",-0.47731258022336553,0.7818530622505043,0.7818530622505043,0.10687485851289812,binomial,0.45454545454545453,11,5,False,"['a', 'c', 'i', 'r']"
12,3,0,3,100.0,True,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['m', 's', 'x']",0.12655260477738503,0.571141723973387,0.571141723973387,0.24325611189002588,binomial,0.5454545454545454,11,6,False,"['c', 'i', 'l', 'm', 'o', 'p', 's', 'u']"
13,4,0,4,100.0,True,-0.07478227803395933,0.7757055408511148,0.7757055408511148,0.1103031063868449,binomial,0.5,2,1,False,"['a', 'b']",0.3949784745638712,0.46022271917074614,0.46022271917074614,0.33703194593042635,binomial,0.5833333333333334,11,7,False,"['a', 'b', 'c', 'i', 'r', 't', 'u']"
14,3,0,3,100.0,True,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['i', 'r', 's']",1.7525578446284913,0.0817370021522939,0.0817370021522939,1.0875812948430659,binomial,0.8571428571428571,7,6,False,"['c', 'i', 'l', 'p']"
20,5,0,5,100.0,True,0.5585301390661341,0.42239478751769977,0.42239478751769977,0.3742814497693854,binomial,0.625,8,5,False,"['c', 'd', 'e', 'i', 'n']",-0.7331245867266881,0.8414182257137306,0.8414182257137306,0.07498808509157351,binomial,0.42857142857142855,14,6,False,"['b', 'c', 'g', 'i', 'l', 'm', 'n', 'o', 's', 't', 'u']"
21,5,0,5,100.0,True,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['m', 'n', 'x']",2.129449167213915,0.0295250651437141,0.0295250651437141,1.5298091354917769,binomial,0.8333333333333334,13,10,False,"['a', 'c', 'd', 'e', 'g', 'i', 'l', 'n', 'o', 'p']"
23,3,0,3,100.0,True,-1.05427617721341,1.0,1.0,-0.0,binomial,0.0,1,0,False,['s'],0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['a', 'd', 'm']"
26,3,0,3,100.0,True,-2.357433199307799,1.0,1.0,-0.0,binomial,0.0,5,0,False,"['c', 'n']",1.266624834200187,0.18195510869846465,0.18195510869846465,0.7400357463519639,binomial,0.75,8,6,False,"['a', 'c', 'g', 'i', 'l', 'o', 'u']"
27,3,0,3,100.0,True,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,['s'],0.024848543823331022,0.5874928392442264,0.5874928392442264,0.23099742249566663,binomial,0.5294117647058824,15,9,False,"['a', 'c', 'i', 'j', 'k', 'o', 'r', 't']"
28,3,0,3,100.0,True,-1.05427617721341,1.0,1.0,-0.0,binomial,0.0,1,0,False,['s'],-1.8276323699028707,0.9868109449172515,0.9868109449172515,0.005766042308763747,binomial,0.2222222222222222,9,2,False,"['c', 'j', 'p', 'r', 's']"
29,2,0,2,100.0,True,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['p', 's', 'x']",0.23858770372347954,0.5575949987659767,0.5575949987659767,0.25368113020789435,binomial,0.5714285714285714,7,4,False,"['a', 'c', 'i', 'l', 'm', 'o', 's']"
32,0,1,1,0.0,False,0.32959724353958586,0.5494130011517092,0.5494130011517092,0.26010106777377756,binomial,0.6,5,3,False,"['b', 'c', 'e', 'p', 'x']",-0.0010722644497294786,0.5659110747179682,-0.0010722644497294786,300.0,exact_large,0.5263157894736842,37,20,True,"['a', 'b', 'c', 'd', 'e', 'f', 'g', 'i', 'l', 'm', 'p', 'r', 's', 't', 'u', 'v', 'x']"
34,1,0,1,100.0,True,0.9485180653926291,0.5264026402640264,0.5264026402640264,0.2786819411091051,binomial,1.0,1,1,False,['l'],-0.12952670506055974,0.7043595809718983,0.7043595809718983,0.15220557357999073,binomial,0.5,6,3,False,"['c', 'd', 'e', 'i', 'r', 's']"
35,2,0,2,100.0,True,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['e', 'l', 'm']",0.23858770372347954,0.5575949987659767,0.5575949987659767,0.25368113020789435,binomial,0.5714285714285714,7,4,False,"['a', 'i', 'l', 'm', 'n', 's']"
36,8,0,8,100.0,True,-0.9471640307553424,0.9134646048358213,0.9134646048358213,0.03930827614100301,binomial,0.3333333333333333,6,2,False,"['a', 'c', 'i', 'n', 's']",-1.0811777652241161,0.9172631699207521,0.9172631699207521,0.03750604399518287,binomial,0.36363636363636365,10,4,False,"['c', 'i', 'n', 'p', 'r', 't']"
37,3,0,3,100.0,True,2.323385272023788,0.021276900044798146,0.021276900044798146,1.6720916466546307,binomial,1.0,6,6,False,"['a', 'e', 'l', 'o']",1.099460041065163,0.21860972643434967,0.21860972643434967,0.6603305192262308,binomial,0.7,9,7,False,"['c', 'd', 'e', 'i', 'n', 'p', 's', 'u']"
39,0,10,10,0.0,False,-0.5183973667290263,0.8144330176263397,0.8144330176263397,0.08914462807920086,binomial,0.42857142857142855,7,3,False,"['f', 'i', 'k', 'm', 'n', 'p', 's']",0.45871430549557135,0.4113707096568153,0.4113707096568153,0.38576663409796363,binomial,0.5789473684210527,19,11,False,"['c', 'd', 'e', 'h', 'i', 'l', 'm', 'n', 'p', 'u']"
40,9,0,9,100.0,True,1.8970361307852581,0.07678426572902679,0.07678426572902679,1.1147277644364204,binomial,1.0,4,4,False,"['i', 'j', 'k', 'l']",2.509542915080997,0.011200216360215526,0.011200216360215526,1.9507735877637358,binomial,1.0,7,7,True,"['i', 'l']"
41,5,0,5,100.0,True,-1.05427617721341,1.0,1.0,-0.0,binomial,0.0,1,0,False,['n'],0.842759953571848,0.3085231904531446,0.3085231904531446,0.5107121862261774,binomial,0.6666666666666666,7,6,False,"['a', 'e', 'i', 'n', 't']"
43,9,0,9,100.0,True,1.8970361307852581,0.07678426572902679,0.07678426572902679,1.1147277644364204,binomial,1.0,4,4,False,"['i', 'j', 'l']",0.46612089193447037,0.44339338648133686,0.44339338648133686,0.35321078897543634,binomial,0.6,9,6,False,"['c', 'f', 'i', 'j', 'l', 't']"
44,0,7,7,0.0,False,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['b', 'r', 'x']",-2.69029645607078,0.9990683895843326,0.9990683895843326,0.0004047818415872004,binomial,0.15384615384615385,13,2,False,"['b', 'c', 'f', 'm', 'r', 'u', 'x']"
47,5,0,5,100.0,True,0.9485180653926291,0.5264026402640264,0.5264026402640264,0.2786819411091051,binomial,1.0,1,1,False,['l'],-0.1831784229861434,0.682060728776028,0.682060728776028,0.16617695525826356,binomial,0.5,11,6,False,"['c', 'd', 'i', 'm', 'r', 's']"
48,7,0,7,100.0,True,-0.07478227803395933,0.7757055408511148,0.7757055408511148,0.1103031063868449,binomial,0.5,2,1,False,"['i', 't']",0.46612089193447037,0.44339338648133686,0.44339338648133686,0.35321078897543634,binomial,0.6,8,6,False,"['b', 'd', 'f', 'i', 'm', 's']"
49,7,0,7,100.0,True,-0.10575811182078088,0.7260229585893919,0.7260229585893919,0.13904964564834515,binomial,0.5,4,2,False,"['i', 'n', 'p', 'r']",1.3342829747788862,0.15099446235609512,0.15099446235609512,0.821038979940543,binomial,0.7272727272727273,11,8,False,"['c', 'd', 'i', 'l', 'o', 'p', 'r', 's']"
50,0,1,1,0.0,False,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,"['c', 's']",1.9432217961430287,0.044198370376929266,0.044198370376929266,1.3545937430797406,binomial,0.7857142857142857,13,11,False,"['a', 'c', 'd', 'e', 'f', 'i', 'j', 'o', 't']"
51,7,0,7,100.0,True,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,"['s', 't']",2.1779561153092075,0.028233794869983345,0.028233794869983345,1.5492307449374099,binomial,0.8888888888888888,9,8,False,"['c', 'd', 'e', 'g', 'i', 'k', 'l', 'o']"
52,6,0,6,100.0,True,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['e', 'l', 't']",1.5057479463290055,0.13613214103897503,0.13613214103897503,0.8660393249957412,binomial,0.8333333333333334,5,5,False,"['d', 'i', 'l', 'v']"
53,0,6,6,0.0,False,-0.07478227803395933,0.7757055408511148,0.7757055408511148,0.1103031063868449,binomial,0.5,2,1,False,"['x', 'y']",-2.014717077319213,0.9895561169604555,0.9895561169604555,0.004559572255750083,binomial,0.26666666666666666,14,4,False,"['a', 'b', 'c', 'f', 'i', 'p', 'r', 's', 't']"
54,7,0,7,100.0,True,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,['s'],2.509542915080997,0.011200216360215526,0.011200216360215526,1.9507735877637358,binomial,1.0,6,7,True,"['d', 'i', 'o']"
57,8,0,8,100.0,True,0.9485180653926291,0.5264026402640264,0.5264026402640264,0.2786819411091051,binomial,1.0,1,1,False,['l'],1.4079525195690854,0.12647031386681346,0.12647031386681346,0.8980114036330821,binomial,0.7142857142857143,11,10,False,"['a', 'c', 'd', 'i', 'n', 's']"
58,4,0,4,100.0,True,1.5057479463290055,0.13613214103897503,0.13613214103897503,0.8660393249957412,binomial,0.8333333333333334,6,5,False,"['a', 'e', 'l', 'r']",-0.14956455606791866,0.6927952100142535,0.6927952100142535,0.159395123692167,binomial,0.5,8,4,False,"['a', 'i', 'l', 'r', 's']"
59,5,0,5,100.0,True,1.5057479463290055,0.13613214103897503,0.13613214103897503,0.8660393249957412,binomial,0.8333333333333334,6,5,False,"['i', 'j', 'k', 'l', 'n']",0.12655260477738503,0.571141723973387,0.571141723973387,0.24325611189002588,binomial,0.5454545454545454,11,6,False,"['c', 'i', 'l', 'n', 's', 'w']"
61,12,0,12,100.0,True,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['b', 'd']",0.842759953571848,0.3085231904531446,0.3085231904531446,0.5107121862261774,binomial,0.6666666666666666,9,6,False,"['c', 'd', 'i', 'r']"
62,5,0,5,100.0,True,1.642881481156972,0.1458660345824145,0.1458660345824145,0.8360458233273154,binomial,1.0,3,3,False,"['i', 'x']",1.9381481597796366,0.047657371044860355,0.047657371044860355,1.3218699186030969,binomial,0.8181818181818182,11,9,False,"['a', 'd', 'e', 'i', 'l', 'o', 'p', 't']"
63,7,0,7,100.0,True,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,"['f', 'n']",0.5708791718452157,0.37967378103034055,0.37967378103034055,0.42058939271271883,binomial,0.6,13,9,False,"['b', 'c', 'i', 'l', 'o', 'r', 't', 'u']"
