task_id,tests_passed,tests_failed,total_tests,pass_rate,all_passed,original_z_score,original_p_exact,original_p_unified,original_score,original_method_used,original_preferred_ratio,original_token_count,original_green_count,original_is_watermarked,original_unique_starts,generated_z_score,generated_p_exact,generated_p_unified,generated_score,generated_method_used,generated_preferred_ratio,generated_token_count,generated_green_count,generated_is_watermarked,generated_unique_starts
0,0,7,7,0.0,False,0.9955727741759854,0.27211998825567785,0.27211998825567785,0.5652395564550187,binomial,0.7142857142857143,7,5,False,"['d', 'e', 'i', 'n', 't']",3.0137603492909153,0.0017054993709665488,0.0017054993709665488,2.7681484364358906,binomial,0.9285714285714286,13,13,True,"['c', 'd', 'e', 'g', 'i', 'l']"
1,4,0,4,100.0,True,-1.4617563850253374,0.9761742619402579,0.9761742619402579,0.010472647247700034,binomial,0.2,5,1,False,"['c', 'p', 'r']",2.509542915080997,0.011200216360215526,0.011200216360215526,1.9507735877637358,binomial,1.0,7,7,True,"['a', 'e', 'g', 'i', 'l', 'o']"
3,0,6,6,0.0,False,0.4865676860569429,0.5395671498659849,0.5395671498659849,0.26795449907837093,binomial,0.6666666666666666,3,2,False,"['b', 'o']",1.9381481597796366,0.047657371044860355,0.047657371044860355,1.3218699186030969,binomial,0.8181818181818182,11,9,False,"['a', 'b', 'e', 'i', 'l', 'o', 's']"
4,3,0,3,100.0,True,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['m', 'n', 'x']",3.4199305204770294,0.00023830588397641866,0.00023830588397641866,3.6228652344183665,binomial,1.0,13,13,True,"['a', 'd', 'g', 'l', 'o']"
7,0,4,4,0.0,False,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['s', 'x']",2.366138339326548,0.01633219005504354,0.01633219005504354,1.7869555749052728,binomial,0.9,10,9,True,"['a', 'd', 'e', 'g', 'i', 'l', 'o', 'p', 's']"
8,0,5,5,0.0,False,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['n', 'p', 's']",2.478491072716972,0.010945598792167712,0.010945598792167712,1.960760474843342,binomial,0.8571428571428571,13,12,True,"['a', 'd', 'e', 'g', 'h', 'i', 'l', 'o', 't']"
11,3,0,3,100.0,True,0.9955727741759854,0.27211998825567785,0.27211998825567785,0.5652395564550187,binomial,0.7142857142857143,7,5,False,"['a', 'b', 'i', 'j', 'x', 'y']",2.542013344780387,0.009371038723973133,0.009371038723973133,2.028212267480708,binomial,0.9090909090909091,11,10,True,"['a', 'b', 'd', 'i', 'j', 'o']"
12,3,0,3,100.0,True,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['m', 's', 'x']",2.845554196177887,0.0031035770377411047,0.0031035770377411047,2.508137469981946,binomial,1.0,9,9,True,"['a', 'e', 'g', 'l', 'o']"
13,4,0,4,100.0,True,-0.07478227803395933,0.7757055408511148,0.7757055408511148,0.1103031063868449,binomial,0.5,2,1,False,"['a', 'b']",2.129449167213915,0.0295250651437141,0.0295250651437141,1.5298091354917769,binomial,0.8333333333333334,11,10,False,"['a', 'b', 'i', 'l', 'o', 't', 'u']"
14,0,3,3,0.0,False,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['i', 'r', 's']",1.266624834200187,0.18195510869846465,0.18195510869846465,0.7400357463519639,binomial,0.75,8,6,False,"['a', 'd', 'g', 'h', 'i', 'l', 's']"
17,0,5,5,0.0,False,-0.6697461090430863,0.8937747363436798,0.8937747363436798,0.04877192537670896,binomial,0.3333333333333333,3,1,False,"['m', 'n', 'x']",2.864455340790865,0.0030255135739952863,0.0030255135739952863,2.519200894260879,binomial,0.9230769230769231,11,12,True,"['a', 'd', 'e', 'h', 'l', 'p']"
20,5,0,5,100.0,True,0.5585301390661341,0.42239478751769977,0.42239478751769977,0.3742814497693854,binomial,0.625,8,5,False,"['c', 'd', 'e', 'i', 'n']",2.639356171176759,0.006569512102588942,0.006569512102588942,2.182466882954894,binomial,0.8666666666666667,15,13,True,"['a', 'd', 'e', 'i', 'l', 'n', 'o', 't', 'u']"
21,5,0,5,100.0,True,-1.1071552331238004,0.9496919955951091,0.9496919955951091,0.022417222397880708,binomial,0.25,4,1,False,"['m', 'n', 'x']",2.7076060647639295,0.005340233440024942,0.005340233440024942,2.272439758046578,binomial,0.9166666666666666,13,11,True,"['a', 'e', 'g', 'l', 'n', 'o', 'p']"
23,3,0,3,100.0,True,-1.05427617721341,1.0,1.0,-0.0,binomial,0.0,1,0,False,['s'],1.642881481156972,0.1458660345824145,0.1458660345824145,0.8360458233273154,binomial,1.0,3,3,False,"['a', 'i']"
26,3,0,3,100.0,True,-2.357433199307799,1.0,1.0,-0.0,binomial,0.0,5,0,False,"['c', 'n']",2.6828142244682924,0.005895823463545797,0.005895823463545797,2.229455528872841,binomial,1.0,8,8,True,"['e', 'g', 'k', 'l', 'o', 'p', 'u']"
27,3,0,3,100.0,True,-1.4909716683020648,1.0,1.0,-0.0,binomial,0.0,2,0,False,['s'],3.145878529781138,0.0008600003892253826,0.0008600003892253826,3.065501352200156,binomial,1.0,11,11,True,"['a', 'i', 'j', 'k', 'o']"
28,3,0,3,100.0,True,-1.05427617721341,1.0,1.0,-0.0,binomial,0.0,1,0,False,['s'],1.8970361307852581,0.07678426572902679,0.07678426572902679,1.1147277644364204,binomial,1.0,4,4,False,"['j', 'l']"
